Date,Country,Continent,Population,New_Cases,Total_Cases,New_Deaths,Total_Deaths,New_Recovered,Total_Recovered,Active_Cases,New_Vaccinations,Total_Vaccinations,Vaccination_Rate,New_Tests,Total_Tests,Hospital_Patients,ICU_Patients,Positivity_Rate,Recovery_Rate,Death_Rate
2020-07-03,India,Asia,1278642419,967,221324,38,5424,751,189131,26769,5079,936734,0.07,11604,4455936,1093.0,291.0,8.33,85.45,2.45
2020-07-04,India,Asia,1278642419,643,221967,9,5433,494,189625,26909,6132,942866,0.07,5144,1568920,1058.0,700.0,12.5,85.43,2.45
2020-07-05,India,Asia,1278642419,803,222770,19,5452,723,190348,26970,7908,950774,0.07,7227,2775168,4362.0,315.0,11.11,85.45,2.45
2020-07-06,India,Asia,1278642419,1139,223909,29,5481,976,191324,27104,6954,957728,0.07,21641,4869225,3973.0,160.0,5.26,85.45,2.45
2020-07-07,India,Asia,1278642419,1698,225607,27,5508,1525,192849,27250,3128,960856,0.08,15282,5547366,1414.0,138.0,11.11,85.48,2.44
2020-07-08,India,Asia,1278642419,993,226600,38,5546,800,193649,27405,3931,964787,0.08,7944,1692072,2524.0,423.0,12.5,85.46,2.45
2020-07-09,India,Asia,1278642419,1500,228100,53,5599,1378,195027,27474,4069,968856,0.08,27000,10476000,1913.0,354.0,5.56,85.5,2.45
2020-07-10,India,Asia,1278642419,1478,229578,51,5650,1325,196352,27576,5253,974109,,23648,6881568,3723.0,229.0,6.25,85.53,2.46
2020-07-11,India,Asia,1278642419,1652,231230,55,5705,1445,197797,27728,4545,978654,0.08,26432,5312832,1397.0,619.0,6.25,85.54,2.47
2020-07-12,India,Asia,1278642419,1735,232965,59,5764,1592,199389,27812,2790,981444,0.08,27760,6329280,900.0,374.0,6.25,85.59,2.47
2020-07-13,India,Asia,1278642419,1254,234219,12,5776,1030,200419,28024,3148,984592,0.08,23826,5765892,4139.0,720.0,5.26,85.57,2.47
2020-07-14,India,Asia,1278642419,801,235020,18,5794,642,201061,28165,7794,992386,0.08,6408,2332512,3388.0,631.0,12.5,85.55,2.47
2020-07-15,India,Asia,1278642419,1641,236661,41,5835,1403,202464,28362,4415,996801,0.08,19692,2185812,1227.0,674.0,8.33,85.55,2.47
2020-07-16,India,Asia,1278642419,1240,237901,21,5856,1060,203524,28521,2873,999674,0.08,22320,2678400,993.0,352.0,5.56,85.55,2.46
2020-07-17,India,Asia,1278642419,1541,239442,26,5882,1470,204994,28566,5506,1005180,,16951,6339674,4934.0,150.0,9.09,85.61,2.46
2020-07-18,India,Asia,1278642419,1184,240626,20,5902,962,205956,28768,3289,1008469,0.08,21312,5434560,1742.0,760.0,5.56,85.59,2.45
2020-07-19,India,Asia,1278642419,339,240965,9,5911,307,206263,28791,5714,1014183,0.08,2712,512568,2686.0,653.0,12.5,85.6,2.45
2020-07-20,India,Asia,1278642419,1139,242104,34,5945,899,207162,28997,4713,1018896,0.08,15946,6330562,2409.0,250.0,7.14,85.57,2.46
2020-07-21,India,Asia,1278642419,1135,243239,14,5959,1054,208216,29064,6433,1025329,0.08,21565,3148490,1758.0,,5.26,85.6,2.45
2020-07-22,India,Asia,1278642419,1255,244494,43,6002,1185,209401,29091,5977,1031306,0.08,20080,7429600,3147.0,530.0,6.25,85.65,2.45
2020-07-23,India,Asia,1278642419,568,245062,19,6021,538,209939,29102,8149,1039455,0.08,4544,758848,3275.0,302.0,12.5,85.67,2.46
2020-07-24,India,Asia,1278642419,1561,246623,35,6056,1399,211338,29229,3991,1043446,0.08,14049,4790709,3090.0,448.0,11.11,85.69,2.46
2020-07-25,India,Asia,1278642419,998,247621,36,6092,852,212190,29339,3945,1047391,0.08,11976,4694592,711.0,441.0,8.33,85.69,2.46
2020-07-26,India,Asia,1278642419,1751,249372,46,6138,1402,213592,29642,7922,1055313,0.08,28016,10926240,819.0,329.0,6.25,85.65,2.46
2020-07-27,India,Asia,1278642419,1952,251324,45,6183,1655,215247,29894,6661,1061974,0.08,31232,3685376,3401.0,709.0,6.25,85.65,2.46
2020-07-28,India,Asia,1278642419,457,251781,16,6199,420,215667,29915,6882,1068856,0.08,5027,1322101,4889.0,750.0,9.09,85.66,2.46
2020-07-29,India,Asia,1278642419,938,252719,15,6214,776,216443,30062,3173,1072029,0.08,10318,2362822,1854.0,570.0,9.09,85.65,2.46
2020-07-30,India,Asia,1278642419,965,253684,28,6242,781,217224,30218,5369,1077398,0.08,14475,5775525,1635.0,76.0,6.67,85.63,2.46
2020-07-31,India,Asia,1278642419,672,254356,20,6262,650,217874,30220,2779,1080177,0.08,6048,2358720,2711.0,218.0,11.11,85.66,2.46
2020-08-01,India,Asia,1278642419,1082,255438,12,6274,945,218819,30345,8108,1088285,0.09,11902,4594172,1918.0,486.0,9.09,85.66,2.46
2020-08-02,India,Asia,1278642419,895,256333,19,6293,754,219573,30467,5941,1094226,0.09,12530,3057320,3009.0,21.0,7.14,85.66,2.46
2020-08-03,India,Asia,1278642419,148,256481,2,6295,142,219715,30471,4101,1098327,0.09,1924,423280,1590.0,257.0,7.69,85.67,2.45
2020-08-04,India,Asia,1278642419,908,257389,16,6311,838,220553,30525,5492,1103819,0.09,7264,995168,1062.0,793.0,12.5,85.69,2.45
2020-08-05,India,Asia,1278642419,1069,258458,21,6332,891,221444,30682,4265,1108084,0.09,9621,2780469,2546.0,189.0,11.11,85.68,2.45
2020-08-06,India,Asia,1278642419,2170,260628,55,6387,2066,223510,30731,2963,1111047,0.09,39060,7812000,2240.0,351.0,5.56,85.76,2.45
2020-08-07,India,Asia,1278642419,1211,261839,26,6413,1052,224562,30864,556,1111603,0.09,12110,3112270,3279.0,225.0,10.0,85.76,2.45
2020-08-08,India,Asia,1278642419,883,262722,14,6427,821,225383,30912,5781,1117384,0.09,10596,3231780,4275.0,475.0,8.33,85.79,2.45
2020-08-09,India,Asia,1278642419,1222,263944,42,6469,952,226335,31140,5306,1122690,0.09,15886,5861934,4309.0,104.0,7.69,85.75,2.45
2020-08-10,India,Asia,1278642419,967,264911,37,6506,900,227235,31170,6677,1129367,0.09,11604,1438896,2579.0,401.0,8.33,85.78,2.46
2020-08-11,India,Asia,1278642419,1151,266062,38,6544,894,228129,31389,4876,1134243,0.09,21869,2602411,3774.0,552.0,5.26,85.74,2.46
2020-08-12,India,Asia,1278642419,777,266839,22,6566,619,228748,31525,4740,1138983,0.09,6993,2699298,2760.0,476.0,11.11,85.73,2.46
2020-08-13,India,Asia,1278642419,890,267729,35,6601,678,229426,31702,4887,1143870,0.09,13350,2643300,506.0,92.0,6.67,85.69,2.47
2020-08-14,India,Asia,1278642419,853,268582,26,6627,755,230181,31774,3991,1147861,0.09,9383,3490476,1688.0,561.0,9.09,85.7,2.47
2020-08-15,India,Asia,1278642419,870,269452,13,6640,778,230959,31853,3736,1151597,0.09,11310,1832220,3352.0,699.0,7.69,85.71,2.46
2020-08-16,India,Asia,1278642419,1005,270457,29,6669,832,231791,31997,7388,1158985,0.09,18090,5933520,2189.0,535.0,5.56,85.7,2.47
2020-08-17,India,Asia,1278642419,1388,271845,24,6693,1081,232872,32280,4816,1163801,0.09,16656,2964768,2343.0,751.0,8.33,85.66,2.46
2020-08-18,India,Asia,1278642419,1987,273832,31,6724,1760,234632,32476,6429,1170230,0.09,23844,7439328,2059.0,251.0,8.33,85.68,2.46
2020-08-19,India,Asia,1278642419,1144,274976,20,6744,1020,235652,32580,4216,1174446,0.09,13728,3871296,2405.0,777.0,8.33,85.7,2.45
2020-08-20,India,Asia,1278642419,1024,276000,30,6774,950,236602,32624,5996,1180442,0.09,11264,1351680,3543.0,563.0,9.09,85.73,2.45
2020-08-21,India,Asia,1278642419,1331,277331,50,6824,1235,237837,32670,3684,1184126,0.09,10648,4003648,291.0,241.0,12.5,85.76,2.46
2020-08-22,India,Asia,1278642419,1191,278522,25,6849,1011,238848,32825,7361,1191487,0.09,9528,1600704,128.0,182.0,12.5,85.76,2.46
2020-08-23,India,Asia,1278642419,1239,279761,37,6886,940,239788,33087,8099,1199586,0.09,19824,4123392,4232.0,52.0,6.25,85.71,2.46
2020-08-24,India,Asia,1278642419,1144,280905,12,6898,985,240773,33234,5169,1204755,0.09,17160,5611320,3947.0,375.0,6.67,85.71,2.46
2020-08-25,India,Asia,1278642419,1740,282645,51,6949,1375,242148,33548,3817,1208572,0.09,31320,11275200,2539.0,270.0,5.56,85.67,2.46
2020-08-26,India,Asia,1278642419,1733,284378,31,6980,1307,243455,33943,6294,1214866,0.1,32927,11689085,1296.0,657.0,5.26,85.61,2.45
2020-08-27,India,Asia,1278642419,812,285190,9,6989,780,244235,33966,3415,1218281,0.1,11368,4149320,4335.0,776.0,7.14,85.64,2.45
2020-08-28,India,Asia,1278642419,910,286100,35,7024,802,245037,34039,6670,1224951,0.1,10920,4226040,4033.0,297.0,8.33,85.65,2.46
2020-08-29,India,Asia,1278642419,815,286915,16,7040,777,245814,34061,5646,1230597,0.1,11410,2544430,4090.0,674.0,7.14,85.67,2.45
2020-08-30,India,Asia,1278642419,698,287613,12,7052,666,246480,34081,4335,1234932,0.1,13262,3620526,3409.0,444.0,5.26,85.7,2.45
2020-08-31,India,Asia,1278642419,654,288267,23,7075,527,247007,34185,7043,1241975,0.1,5886,1459728,2246.0,406.0,11.11,85.69,2.45
2020-09-01,India,Asia,1278642419,617,288884,7,7082,506,247513,34289,5421,1247396,0.1,8021,970541,4380.0,354.0,7.69,85.68,2.45
2020-09-02,India,Asia,1278642419,1978,290862,26,7108,1781,249294,34460,5540,1252936,0.1,21758,4221052,332.0,571.0,9.09,85.71,2.44
2020-09-03,India,Asia,1278642419,661,291523,13,7121,555,249849,34553,4928,1257864,0.1,7932,2244756,1774.0,362.0,8.33,85.7,2.44
2020-09-04,India,Asia,1278642419,813,292336,11,7132,626,250475,34729,5439,1263303,0.1,15447,5066616,1354.0,137.0,5.26,85.68,2.44
2020-09-05,India,Asia,1278642419,1137,293473,11,7143,914,251389,34941,2796,1266099,0.1,13644,2769732,564.0,458.0,8.33,85.66,2.43
2020-09-06,India,Asia,1278642419,1310,294783,38,7181,1072,252461,35141,4644,1270743,0.1,15720,5187600,4017.0,311.0,8.33,85.64,2.44
2020-09-07,India,Asia,1278642419,1895,296678,40,7221,1645,254106,35351,6701,1277444,0.1,20845,3189285,2331.0,611.0,9.09,85.65,2.43
2020-09-08,India,Asia,1278642419,1572,298250,47,7268,1440,255546,35436,6436,1283880,0.1,22008,4401600,3945.0,220.0,7.14,85.68,2.44
2020-09-09,India,Asia,1278642419,1070,299320,31,7299,986,256532,35489,3305,1287185,,13910,5452720,276.0,163.0,7.69,85.7,2.44
2020-09-10,India,Asia,1278642419,1022,300342,22,7321,856,257388,35633,4258,1291443,0.1,14308,1616804,2613.0,230.0,7.14,85.7,2.44
2020-09-11,India,Asia,1278642419,958,301300,16,7337,866,258254,35709,5546,1296989,0.1,14370,3750570,2863.0,545.0,6.67,85.71,2.44
2020-09-12,India,Asia,1278642419,1922,303222,20,7357,1577,259831,36034,7812,1304801,0.1,19220,3997760,4551.0,673.0,10.0,85.69,2.43
2020-09-13,India,Asia,1278642419,1448,304670,37,7394,1204,261035,36241,4111,1308912,0.1,20272,4966640,1256.0,,7.14,85.68,2.43
2020-09-14,India,Asia,1278642419,937,305607,31,7425,860,261895,36287,4691,1313603,0.1,14992,3897920,1069.0,127.0,6.25,85.7,2.43
2020-09-15,India,Asia,1278642419,2037,307644,68,7493,1580,263475,36676,3061,1316664,0.1,26481,4607694,2175.0,133.0,7.69,85.64,2.44
2020-09-16,India,Asia,1278642419,1336,308980,52,7545,1050,264525,36910,2521,1319185,0.1,24048,5218416,3746.0,263.0,5.56,85.61,2.44
2020-09-17,India,Asia,1278642419,1263,310243,23,7568,1208,265733,36942,1816,1321001,,21471,3607128,596.0,311.0,5.88,85.65,2.44
2020-09-18,India,Asia,1278642419,1034,311277,35,7603,879,266612,37062,5723,1326724,0.1,12408,2345112,2453.0,591.0,8.33,85.65,2.44
2020-09-19,India,Asia,1278642419,1292,312569,32,7635,1093,267705,37229,4318,1331042,0.1,20672,5643456,2709.0,191.0,6.25,85.65,2.44
2020-09-20,India,Asia,1278642419,750,313319,24,7659,670,268375,37285,5543,1336585,0.1,8250,2631750,1481.0,627.0,9.09,85.66,2.44
2020-09-21,India,Asia,1278642419,770,314089,25,7684,742,269117,37288,3283,1339868,0.1,10010,3163160,2064.0,627.0,7.69,85.68,2.45
2020-09-22,India,Asia,1278642419,963,315052,11,7695,914,270031,37326,4974,1344842,0.11,15408,2603952,739.0,528.0,6.25,85.71,2.44
2020-09-23,India,Asia,1278642419,1311,316363,35,7730,1253,271284,37349,5157,1349999,0.11,22287,5371167,3787.0,501.0,5.88,85.75,2.44
2020-09-24,India,Asia,1278642419,1557,317920,24,7754,1361,272645,37521,2742,1352741,0.11,15570,4048200,420.0,393.0,10.0,85.76,2.44
2020-09-25,India,Asia,1278642419,1007,318927,17,7771,943,273588,37568,4024,1356765,0.11,14098,3538598,2386.0,602.0,7.14,85.78,2.44
2020-09-26,India,Asia,1278642419,1067,319994,33,7804,927,274515,37675,5274,1362039,0.11,13871,2732587,1567.0,207.0,7.69,85.79,2.44
2020-09-27,India,Asia,1278642419,630,320624,24,7828,590,275105,37691,4895,1366934,0.11,5670,1270080,147.0,153.0,11.11,85.8,2.44
2020-09-28,India,Asia,1278642419,820,321444,27,7855,635,275740,37849,6805,1373739,,14760,5047920,660.0,713.0,5.56,85.78,2.44
2020-09-29,India,Asia,1278642419,917,322361,16,7871,720,276460,38030,6084,1379823,0.11,10087,1795486,2841.0,222.0,9.09,85.76,2.44
2020-09-30,India,Asia,1278642419,1068,323429,42,7913,982,277442,38074,2186,1382009,0.11,9612,1883952,4020.0,53.0,11.11,85.78,2.45
2020-10-01,India,Asia,1278642419,1769,325198,37,7950,1502,278944,38304,4166,1386175,0.11,31842,11686014,4452.0,788.0,5.56,85.78,2.44
2020-10-02,India,Asia,1278642419,376,325574,12,7962,329,279273,38339,5361,1391536,0.11,4512,915936,4704.0,247.0,8.33,85.78,2.45
2020-10-03,India,Asia,1278642419,0,325574,0,7962,0,279273,38339,6914,1398450,0.11,0,0,2974.0,268.0,0.0,85.78,2.45
2020-10-04,India,Asia,1278642419,1049,326623,16,7978,993,280266,38379,4273,1402723,0.11,19931,3986200,737.0,628.0,5.26,85.81,2.44
2020-10-05,India,Asia,1278642419,2128,328751,26,8004,2009,282275,38472,3078,1405801,0.11,40432,9218496,4008.0,25.0,5.26,85.86,2.43
2020-10-06,India,Asia,1278642419,1319,330070,39,8043,1173,283448,38579,4918,1410719,0.11,14509,4671898,973.0,111.0,9.09,85.88,2.44
2020-10-07,India,Asia,1278642419,812,330882,24,8067,625,284073,38742,5654,1416373,0.11,8932,2072224,3914.0,675.0,9.09,85.85,2.44
2020-10-08,India,Asia,1278642419,1417,332299,18,8085,1299,285372,38842,4576,1420949,,22672,7073664,3040.0,373.0,6.25,85.88,2.43
2020-10-09,India,Asia,1278642419,1531,333830,55,8140,1325,286697,38993,3979,1424928,0.11,18372,5309508,3881.0,227.0,8.33,85.88,2.44
2020-10-10,India,Asia,1278642419,930,334760,34,8174,848,287545,39041,7953,1432881,0.11,8370,2301750,1148.0,288.0,11.11,85.9,2.44
2020-10-11,India,Asia,1278642419,1912,336672,65,8239,1788,289333,39100,5924,1438805,0.11,34416,10703376,980.0,298.0,5.56,85.94,2.45
2020-10-12,India,Asia,1278642419,979,337651,19,8258,735,290068,39325,5535,1444340,0.11,13706,3385382,2551.0,210.0,7.14,85.91,2.45
2020-10-13,India,Asia,1278642419,1464,339115,26,8284,1305,291373,39458,4145,1448485,0.11,16104,4670160,491.0,152.0,9.09,85.92,2.44
2020-10-14,India,Asia,1278642419,1856,340971,68,8352,1487,292860,39759,4071,1452556,0.11,29696,9086976,3988.0,773.0,6.25,85.89,2.45
2020-10-15,India,Asia,1278642419,1384,342355,41,8393,1208,294068,39894,4565,1457121,0.11,24912,3412944,1427.0,567.0,5.56,85.9,2.45
2020-10-16,India,Asia,1278642419,942,343297,13,8406,792,294860,40031,2622,1459743,0.11,16956,6256764,645.0,290.0,5.56,85.89,2.45
2020-10-17,India,Asia,1278642419,1100,344397,39,8445,895,295755,40197,5759,1465502,0.11,11000,4114000,2996.0,435.0,10.0,85.88,2.45
2020-10-18,India,Asia,1278642419,1599,345996,29,8474,1506,297261,40261,4051,1469553,0.11,23985,6308055,983.0,446.0,6.67,85.91,2.45
2020-10-19,India,Asia,1278642419,1099,347095,11,8485,937,298198,40412,4371,1473924,0.12,17584,5644464,4966.0,748.0,6.25,85.91,2.44
2020-10-20,India,Asia,1278642419,904,347999,32,8517,852,299050,40432,5267,1479191,0.12,11752,2655952,4058.0,641.0,7.69,85.93,2.45
2020-10-21,India,Asia,1278642419,1451,349450,50,8567,1179,300229,40654,9055,1488246,0.12,27569,4107781,828.0,585.0,5.26,85.91,2.45
2020-10-22,India,Asia,1278642419,2037,351487,35,8602,1626,301855,41030,6546,1494792,0.12,38703,5186202,2094.0,210.0,5.26,85.88,2.45
2020-10-23,India,Asia,1278642419,1493,352980,34,8636,1223,303078,41266,9837,1504629,0.12,28367,3545875,576.0,668.0,5.26,85.86,2.45
2020-10-24,India,Asia,1278642419,1042,354022,40,8676,883,303961,41385,4360,1508989,0.12,16672,3851232,3790.0,188.0,6.25,85.86,2.45
2020-10-25,India,Asia,1278642419,834,354856,14,8690,769,304730,41436,5699,1514688,0.12,8340,2443620,2951.0,501.0,10.0,85.87,2.45
2020-10-26,India,Asia,1278642419,1106,355962,43,8733,894,305624,41605,1850,1516538,0.12,14378,4442802,2311.0,674.0,7.69,85.86,2.45
2020-10-27,India,Asia,1278642419,1002,356964,11,8744,782,306406,41814,1026,1517564,0.12,19038,3655296,4507.0,458.0,5.26,85.84,2.45
2020-10-28,India,Asia,1278642419,2233,359197,53,8797,1894,308300,42100,4088,1521652,0.12,24563,7098707,4846.0,58.0,9.09,85.83,2.45
2020-10-29,India,Asia,1278642419,1334,360531,24,8821,1136,309436,42274,5519,1527171,0.12,16008,3281640,2018.0,713.0,8.33,85.83,2.45
2020-10-30,India,Asia,1278642419,1369,361900,29,8850,1052,310488,42562,4675,1531846,0.12,21904,3460832,905.0,798.0,6.25,85.79,2.45
2020-10-31,India,Asia,1278642419,1684,363584,41,8891,1523,312011,42682,5038,1536884,0.12,16840,2441800,,136.0,10.0,85.82,2.45
2020-11-01,India,Asia,1278642419,1033,364617,32,8923,975,312986,42708,2977,1539861,0.12,12396,4202244,1182.0,277.0,8.33,85.84,2.45
2020-11-02,India,Asia,1278642419,1673,366290,64,8987,1520,314506,42797,3237,1543098,0.12,26768,6879376,223.0,352.0,6.25,85.86,2.45
2020-11-03,India,Asia,1278642419,1925,368215,25,9012,1606,316112,43091,6614,1549712,0.12,21175,5209050,643.0,494.0,9.09,85.85,2.45
2020-11-04,India,Asia,1278642419,1709,369924,63,9075,1433,317545,43304,8958,1558670,0.12,17090,6101130,2752.0,50.0,10.0,85.84,2.45
2020-11-05,India,Asia,1278642419,1751,371675,36,9111,1541,319086,43478,7082,1565752,0.12,29767,4465050,959.0,219.0,5.88,85.85,2.45
2020-11-06,India,Asia,1278642419,1293,372968,46,9157,1175,320261,43550,6366,1572118,0.12,23274,4468608,4774.0,523.0,5.56,85.87,2.46
2020-11-07,India,Asia,1278642419,1226,374194,17,9174,922,321183,43837,3659,1575777,0.12,23294,7267728,2516.0,244.0,5.26,85.83,2.45
2020-11-08,India,Asia,1278642419,943,375137,22,9196,876,322059,43882,6113,1581890,0.12,12259,2525354,1869.0,286.0,7.69,85.85,2.45
2020-11-09,India,Asia,1278642419,2028,377165,37,9233,1657,323716,44216,3658,1585548,0.12,34476,13342212,3309.0,373.0,5.88,85.83,2.45
2020-11-10,India,Asia,1278642419,1329,378494,49,9282,1122,324838,44374,5468,1591016,0.12,19935,3967065,2091.0,127.0,6.67,85.82,2.45
2020-11-11,India,Asia,1278642419,1459,379953,36,9318,1147,325985,44650,694,1591710,0.12,20426,3166030,3317.0,430.0,7.14,85.8,2.45
2020-11-12,India,Asia,1278642419,1302,381255,27,9345,978,326963,44947,1191,1592901,0.12,23436,9210348,4271.0,404.0,5.56,85.76,2.45
2020-11-13,India,Asia,1278642419,1248,382503,43,9388,1095,328058,45057,7154,1600055,0.13,16224,3439488,4978.0,40.0,7.69,85.77,2.45
2020-11-14,India,Asia,1278642419,1179,383682,12,9400,1015,329073,45209,2936,1602991,0.13,21222,5369166,4702.0,781.0,5.56,85.77,2.45
2020-11-15,India,Asia,1278642419,705,384387,7,9407,646,329719,45261,4348,1607339,0.13,8460,1869660,4687.0,494.0,8.33,85.78,2.45
2020-11-16,India,Asia,1278642419,1513,385900,42,9449,1409,331128,45323,4399,1611738,0.13,12104,1912432,846.0,86.0,12.5,85.81,2.45
2020-11-17,India,Asia,1278642419,1151,387051,24,9473,949,332077,45501,5805,1617543,0.13,12661,3304521,3190.0,174.0,9.09,85.8,2.45
2020-11-18,India,Asia,1278642419,967,388018,33,9506,801,332878,45634,3782,1621325,0.13,8703,1305450,1489.0,,11.11,85.79,2.45
2020-11-19,India,Asia,1278642419,1213,389231,36,9542,972,333850,45839,2620,1623945,0.13,21834,4170294,408.0,508.0,5.56,85.77,2.45
2020-11-20,India,Asia,1278642419,1345,390576,21,9563,1240,335090,45923,4355,1628300,0.13,13450,4209850,3885.0,113.0,10.0,85.79,2.45
2020-11-21,India,Asia,1278642419,2082,392658,33,9596,1742,336832,46230,7029,1635329,0.13,39558,10403754,706.0,622.0,5.26,85.78,2.44
2020-11-22,India,Asia,1278642419,1948,394606,40,9636,1657,338489,46481,7811,1643140,0.13,25324,2633696,3782.0,767.0,7.69,85.78,2.44
2020-11-23,India,Asia,1278642419,900,395506,32,9668,861,339350,46488,6571,1649711,0.13,7200,1821600,932.0,156.0,12.5,85.8,2.44
2020-11-24,India,Asia,1278642419,1193,396699,42,9710,1049,340399,46590,5702,1655413,0.13,20281,6388515,1660.0,426.0,5.88,85.81,2.45
2020-11-25,India,Asia,1278642419,2137,398836,80,9790,1773,342172,46874,2916,1658329,0.13,17096,3265336,3852.0,91.0,12.5,85.79,2.45
2020-11-26,India,Asia,1278642419,1434,400270,39,9829,1377,343549,46892,6161,1664490,0.13,22944,7433856,1913.0,125.0,6.25,85.83,2.46
2020-11-27,India,Asia,1278642419,1139,401409,28,9857,1011,344560,46992,6806,1671296,0.13,15946,1929466,2817.0,123.0,7.14,85.84,2.46
2020-11-28,India,Asia,1278642419,1705,403114,52,9909,1329,345889,47316,6705,1678001,0.13,20460,5994780,2049.0,213.0,8.33,85.8,2.46
2020-11-29,India,Asia,1278642419,1746,404860,45,9954,1614,347503,47403,3437,1681438,0.13,17460,6337980,4164.0,379.0,10.0,85.83,2.46
2020-11-30,India,Asia,1278642419,1744,406604,21,9975,1310,348813,47816,2408,1683846,0.13,26160,7848000,2285.0,137.0,6.67,85.79,2.45
2020-12-01,India,Asia,1278642419,1463,408067,41,10016,1125,349938,48113,5809,1689655,0.13,23408,8403472,4947.0,393.0,6.25,85.76,2.45
2020-12-02,India,Asia,1278642419,896,408963,18,10034,693,350631,48298,4739,1694394,0.13,17024,6622336,4094.0,694.0,5.26,85.74,2.45
2020-12-03,India,Asia,1278642419,1375,410338,18,10052,1285,351916,48370,6427,1700821,0.13,26125,2926000,4595.0,483.0,5.26,85.76,2.45
2020-12-04,India,Asia,1278642419,704,411042,25,10077,590,352506,48459,6145,1706966,0.13,9856,1517824,1023.0,641.0,7.14,85.76,2.45
2020-12-05,India,Asia,1278642419,1074,412116,26,10103,858,353364,48649,6140,1713106,0.13,17184,2062080,486.0,790.0,6.25,85.74,2.45
2020-12-06,India,Asia,1278642419,1017,413133,33,10136,804,354168,48829,2510,1715616,0.13,14238,3516786,1639.0,573.0,7.14,85.73,2.45
2020-12-07,India,Asia,1278642419,702,413835,22,10158,653,354821,48856,6407,1722023,0.13,10530,1663740,2357.0,214.0,6.67,85.74,2.45
2020-12-08,India,Asia,1278642419,867,414702,21,10179,704,355525,48998,6601,1728624,0.14,7803,1357722,4499.0,648.0,11.11,85.73,2.45
2020-12-09,India,Asia,1278642419,904,415606,11,10190,715,356240,49176,2230,1730854,0.14,15368,4810184,1859.0,105.0,5.88,85.72,2.45
2020-12-10,India,Asia,1278642419,1052,416658,37,10227,789,357029,49402,5279,1736133,0.14,12624,3219120,938.0,166.0,8.33,85.69,2.45
2020-12-11,India,Asia,1278642419,1077,417735,19,10246,1007,358036,49453,3600,1739733,0.14,20463,3724266,868.0,150.0,5.26,85.71,2.45
